thread_id,customer_text,brand_reply,suggested_intent,escalated,intent,should_escalate,reply_quality
1585704,@XboxSupport trying to play WW2 https://t.co/r28UUUxHwd,@USER . Please stay tuned to that page for updates and we appreciate your patience.,other,False,game_content,no,4
1045802,@USER explain( i was com banned) i know the reason.. 2 days later i get online banned for harassing and or threatening.. how when com banned..?,@USER Hi there. Suspensions will never arrive on the date that they occurred as they require a investigation for each report.,enforcement_ban,False,enforcement_ban,no,5
2294521,@XboxSupport im not able to add friends and i know others who arent either somethings wrong with ur servers,@USER Sorry to hear that! Can you DM us your gamertag &amp; which Xbox console you're using? https://t.co/nPX1yNXCi5 ^QZ,network_connectivity,True,network_connectivity,yes,4
2300471,"@USER @USER My updates dont display properly. I had 30 to do when I transferred the content over to xbox one https://t.co/MlXsE9aAM7 that the data has transferred I have no updates to install. Yet the games that require updating before are not displaying under ""updates"" please fix.",@USER are having along with your Gamertag? Please include verbatims of any error you are seeing.,hardware_device,True,hardware_device,yes,4
2798233,"@USER @USER @XboxSupport @ATVIAssist keep getting this repeatedly, can’t play multiplayer you guys really need to patch the game for Xbox, not just PlayStation. Make the game is complete before you guys incorporate cod points, but I’m sure that will Work flawlessly. https://t.co/QsnObHt7Ds","@USER Hi there, thanks for reaching out to us. Can you DM us your gamertag and details of the error you're seeing? ^CO",game_content,True,game_content,yes,5
2949683,@XboxSupport why wont it let me upload clips from upload studio to onedrive just says their is a problem everytime ?,@USER DM us your Gamertag and clarify what the issue is that you're having so we can investigate?,game_content,True,game_content,yes,4
1646430,"@XboxSupport Aimbot, target boxes through walls, full auto mod, god mode mod, full prestige mod, got a lot of stuff to share so you can ban this person","@USER Hello, thanks for reaching out to us. We recommend reporting and blocking this player. We appreciate your help. ^CO",enforcement_ban,False,enforcement_ban,no,4
1044138,Help me @USER support i can sign in to my account but cant connect to xbox live. @USER,"@USER Hi! Let's have you follow us, DM us your Gamertag, and some more info about what you're seeing: https://t.co/nPX1yNXCi5
 ^BL",account_access,True,account_access,yes,5
2264029,@USER @USER @XboxSupport Bug report: Xbox One X. Sometimes switching to and from HDR content will cause massive wash out of colors or INTENSE colors. Any input?,@USER Hi there! If you unplug your TV then plug it back in does that fix what you are seeing happen?  ^BL,other,False,hardware_device,yes,3
373170,Been DDoS'd on stream for the 12th time. Too bad @USER and @XboxSupport wont do shit to stop them :),@USER We're sorry to hear about that. Let's have you be sure to report those users &amp; follow the steps here https://t.co/0Q9A5E6gMb ^JA,app_feature,False,game_content,yes,1
241057,@XboxSupport My gamerpicture will not change. I have been trying to change it for 2 days and it has yet to change. It is 1080px by 1080px. I have tried on the app and on the Xbox itself.,@USER Hey there. Can you dm your GT and let us know how many times you tried or have you waited 2 days since you first tried? Happy to take a closer look.  ^IS,app_feature,True,game_content,yes,4
1518683,@XboxSupport any word on the Ark update going through cert? Nitrado cannot release the rentable servers for Ark and theres been no update.,@USER our team here on Twitter does not have direct insight into the game patch certification process.,network_connectivity,False,game_content,no,4
2817247,@XboxSupport there is Xbox gamer tag that I have been wanting and it appears that the account was made on 360 and has 0 gamer score is there anyway I can get the gamertag?,"@USER Hi there! If a gamertag is unavailable, then we'd recommend choosing a different gamertag in the meantime.  ^JA",account_access,True,account_access,yes,4
272573,@XboxSupport I don't have any subscriptions tied to my Xbox account nor have I purchased anything. But I'm being charged with items for $10?,@USER Hello! Would you mind following us and sending a DM when you are so we can gather more info?  ^RR,billing_subscription,True,billing_subscription,yes,4
941920,@XboxSupport It still says in the top left for me to sign in,@USER Thank you for that info. Do you see this same thing happen with a wireless connection?  ^BL,account_access,False,account_access,no,3
2215196,@XboxSupport why does OTA TV require internet to change channels? My internet is out and this is one of the reasons I use OTA TV.,@USER Hello! Recommend reaching out to them for more info on why that is required.   ^RR,network_connectivity,False,network_connectivity,no,4
744472,man im so FUCKING tired of getting banned on xbox cause NIGGAS SUCK AT 2k and i gotta LET THEM KNOW THEY SUCK @XboxSupport please unban me,"@USER Thanks for reaching out! We don't have any details on Enforcement action here, as that's handled by a separate team.  ^QZ @USER You can find more info on active suspensions at https://t.co/KvFovSwClF &amp; submit a case review from there if eligible.  ^QZ",enforcement_ban,False,enforcement_ban,no,4
567019,"@XboxSupport got banned for swearing at a user over messages. I had a bad morning that day due to being ill and isn't how i usually act i did try to go and say sorry but i got banned before i could. hoping I could get a case review study, however I can't seem to get it to work.",@USER Hi there! What happens exactly when you try to submit a case review?  ^BL,enforcement_ban,False,enforcement_ban,no,3
2710589,"@XboxSupport Hi, i found out that i should unlock 3 achievements in The Sims 4 but the won't unlock",@USER Hi there! Let's be sure to check out all the steps posted here: https://t.co/BByT6wSNlH ^BL,game_content,False,game_content,no,4
207439,@XboxSupport This is what it looks like from both the console view and the app view. https://t.co/LzoUw3cTIP,@USER Thank you for those photos. All users are seeing the same thing you are and are able to post in other clubs?  ^BL,hardware_device,False,network_connectivity,no,2
105863,"@XboxSupport My friend and I have been having an issue with connecting to each other in an online party, the party works fine until we both are in it, how can this be fixed? Thank you","@USER Hey there! Just to clarify, do you and your friend both have an Open NAT: https://t.co/0zBS4AjUXl  ^JA",network_connectivity,False,network_connectivity,no,4
2232875,@USER how do I op out of the Xbox preview program? I can't stand the constant updates I get. I have to update my console every day and it just isn't working for me. Please help,@USER Get a chance https://t.co/ivKG1xJts9 2/2 ^TJ,hardware_device,False,hardware_device,no,5
2747517,@XboxSupport i need help with 2 issues im having.everytime i open up spotify the app closes immediately and when im streaming on twitch from my xbox the blue bar at the bottom of my screen blocks my view from seeing things. I need some help ASAP,"@USER We'd be happy to help, but we could use more info. Could you follow &amp; DM @Xboxsupport with your Gamertag &amp; some details? ^EZ",app_feature,True,app_feature,yes,4
663560,"@USER @XboxSupport I’ve gone over 216 mph on Homestead Miami, and it still has not given me the progress in the “Speed is Key” #Forzathon. I have no idea what’s going on. Is it my connection, or do I have to do the challenges in a different way other than Free Play?",@USER For this specifically let's post in the Forza forums to get more specifics on this here: https://t.co/vv1m0rWTyv . ^IS,network_connectivity,False,game_content,no,5
669079,@XboxSupport I have two games that do not show up on My Games Dashboard on https://t.co/boDm4C8wDx? Any suggestions as to why? Forza 7 and COD WWII are the games.,@USER Hi there! Can you DM us your Gamertag and a photo of the orders from this link https://t.co/ynh71OJwNH ^JL,other,True,other,yes,5
2579798,@XboxSupport hey guys trying to put in the 30 day sub for game pass I got with my £450 console but get this. This cant be right https://t.co/18xidfj6Fh,@USER trial during the launch of Game Pass you would not be able to take part in a second trial.,hardware_device,False,billing_subscription,no,3
2442254,@XboxSupport why has my fifa 18 totally gone with new update? Having to re install the whole thing??,"@USER Hello, thanks for reaching out to us. Can you DM us your gamertag and details of the issue you're having? ^CO",game_content,True,game_content,yes,3
1992387,@XboxSupport I unplugged everything again including modem this time and the sign in error turned to 8015190E.,@USER like we sent before for that alert? Check that now and let us know what you find.,account_access,False,account_access,yes,4
219220,@XboxSupport Yup it did work thanks a lot ! I did look in the market before but it was saying that the game was not available. But thanks a lot,@USER No problem! Let us know if we can assist with anything else. ^JL,game_content,False,game_content,no,4
497060,@XboxSupport it's been 4 weeks and I have gotten nothing for October's Game Pass Goals,@USER Hi there! Could you DM your Gamertag and when you completed the Game Pass goals? ^JS,game_content,True,game_content,yes,4
2702314,@XboxSupport Just with this game in particular,"@USER You can try reinstalling the game using these tips here https://t.co/zox0T68AHf to see if that helps the button recognition.
 ^RM",game_content,False,game_content,no,3
1757577,"@XboxSupport Issue seemed to have fixed itself a little after I sent this. It just came up with gamer tag didn’t exist, even when I tried it with my friends gts. This was happening on the app and the console.","@USER We're glad to hear that was resolved. If you have any other Xbox questions, please let us know.  ^ZM",hardware_device,False,account_access,no,4
120893,"I just saw the news article right now for this. Isn't this against TOS? People are going to unknowingly get themselves hurt. https://t.co/daJDzPcUcY

@XboxSupport",@USER Not sure what your referring to but all official news can be found on https://t.co/OXio35bPih . We couldn't speculate on any 3rd party sites. ^IS,other,False,other,no,3
941552,"@USER I know what the codes mean, they all blame my ntwrk, my point is it's bull, cuz Netflix, store, other online games, all work except destiny",@USER We're sorry to hear about the frustration! Mind sending us a direct message https://t.co/nPX1yNXCi5 1/2 ^JA @USER with your Gamertag &amp; the error code that you are encountering? 2/2 ^JA,app_feature,True,game_content,yes,4
1740341,@XboxSupport It's not an update to the Xbox it's an update to the sky TV app that's needed.,@USER Ahh OK. In that case we'd recommend to share this feedback with the app publisher directly: https://t.co/d88bExgPT3  ^EZ,app_feature,False,app_feature,no,4
204483,"@MicrosoftHelps tried to login to the Xbox reward site, says it’s been migrated - Account has been suspended. What?","@USER @MicrosoftHelps Hey there. Can you DM us your gamertag, steps you've tried &amp; a detailed summary of the issue so we can help? ^AK",account_access,True,account_access,yes,5
326501,Thanks @USER @USER for making impossible streaming from XBox One. You are the best! @XboxSupport @USER,@USER DM us your Gamertag and clarify what the issue is that you're having so we can investigate?,app_feature,True,game_content,yes,3
1307468,@XboxSupport @USER Why isn't @USER S3E3 appearing on Xbox Movies &amp; TV app? Aired yesterday.,"@USER Hello, thanks for reaching out to us. Can you DM us your gamertag and a description of the issue you're seeing? ^CO",app_feature,True,game_content,no,5
161645,"@XboxSupport ill try then hehehe: i have some issues with my game ""forza horizon 3"" when i am playing the controller stop working properly and i can use the pad as mouse also all the time the menu show me the keyboard controls","@USER Hi there! Just to clarify, are you playing this on the Xbox or PC? ^JS",hardware_device,False,hardware_device,no,4
1659483,@XboxSupport  why am I paying for Xbox live I can't even use,@USER Hi there. Are you having issues signing in or with playing a specific game online? ^JL,network_connectivity,False,billing_subscription,yes,1
2160680,@XboxSupport the game pass code that came with my X1X isn’t working. Any suggestions? https://t.co/5cAwmuHQaQ,"@USER Hello, thanks for reaching out to us. You can only use one trial per account life. ^CO",game_content,False,game_content,no,5
632685,"@XboxSupport In regards to transferring Xbox 360 game saves to cloud storage for use on Xbox One, is an Xbox Live Gold subscription mandatory or is the standard Xbox Live account itself without Gold sufficient? Answer whenever possible.","@USER Hi there! For this, you'll need an active Xbox Live Gold subscription in order to access Cloud Storage on your 1/2 ^TJ @USER Xbox 360 console. More info over in the link here https://t.co/vQxxXMgZUL 2/2 ^TJ",billing_subscription,False,billing_subscription,no,5
1623206,@XboxSupport Just power cycled everything and we all loaded in quick. Hopefully this fix sticks! Thanks!,@USER Glad to hear it! If any more Xbox support questions pop up we'll be here to assist. Have a great rest of your day ^EZ,other,False,other,no,5
2433353,@XboxSupport my xbox one x scorpio edition keeps randomly disconnecting from wifi and I need to disconnect/reconnect in settings to get back on. I work in IT &amp; did all troubleshooting &amp; narrowed down issue to console. Is this a problem others are having?,"@USER Hi there, not an issue we are aware of but we are happy to troubleshoot it with you. Can you DM us your Gamertag so we can get a bit of info? ^JL",hardware_device,True,hardware_device,yes,5
1456247,@XboxSupport My gamertag is alexthegreat45 https://t.co/dQ1tMylfIg,"@USER Thank you, we should have more information soon. ^RM",account_access,False,account_access,no,4
454139,@XboxSupport It's a shame they don't provide legitimate evidence or a actual reason as to why a enforcement action has occurred.  Also the fact that they don't read your case review even though it says that they're supposed to be understanding.,@USER Hi there! The enforcement team keeps the folks who made the report safe from reprisal by keeping the reports vague.  ^BL,enforcement_ban,False,enforcement_ban,yes,1
2608201,@XboxSupport y’all need an appeal system or some shit. I didn’t even do anything! https://t.co/v4ssA4wWk4,@USER Hey there! If you sign in with the parent account you can submit a case review.  ^BL,enforcement_ban,False,enforcement_ban,yes,2
2899281,Yo @XboxSupport I got banned for sending some a message saying “AHHHHHHHH I NEED DEATH AHHHHHHHH” can you help me get unbanned?,"@USER Hi there. We don't have any influence on suspensions, I'm afraid; if you like, you can submit a case review: https://t.co/JoGQTtB3Sp ^BZ",enforcement_ban,False,enforcement_ban,no,5
2050691,"@XboxSupport Hi, every time I plug my chat headset in I get, “we were unable to find a microphone for these people” Any help please, thanks","@USER Hey, here are some troubleshooting steps for your headset https://t.co/8U7DVJN3FN. Let us know if any of these solutions help. ^RM",other,False,other,no,4
1655966,@USER  lol do Xbox users won't get patch 5 until patch 6 lol,"@USER Hello, thanks for reaching out to us. We can't speculate on future updates. ^CO",game_content,False,game_content,no,3
2623679,"@XboxSupport I tried opening the Twitch app and it opened and started normally, soon after it went to a black screen.",@USER DM us your Gamertag and clarify what the issue is that you're having so we can investigate?,app_feature,True,app_feature,yes,4
1518690,"@XboxSupport About mixer, I keep signing out of it.",@USER a DM: https://t.co/nPX1yNXCi5 with your gamertag and a detailed summary of the issue you're experiencing?,app_feature,True,game_content,yes,4
1091969,@XboxSupport I need to know before I accidentally sell a banned Xbox,@USER We would recommend checking out this link https://t.co/I14gZDuAm8 for more info.,enforcement_ban,False,enforcement_ban,no,4
1716406,@XboxSupport any update on when I’ll see achievements in English instead of French?,"@USER We don't have this info, so we could not speculate. If this is a language option you'd like to see in @USER the future, make sure to cast your vote on https://t.co/EDoaucSh9O to express interest!",game_content,False,game_content,no,5
1726315,@XboxSupport not fussed with ya help. xbox support is crap. can you tell me how to cancel my gold membership and factory reset my Xbox to sell,@USER Hi there! Could you DM us your Gamertag and a picture of the error code so we can collect some more info? ^JS,billing_subscription,True,billing_subscription,yes,1
1104071,@XboxSupport The Microsoft account login server has detected too many repeated authentication attempts. Please wait a moment and try again.,@USER Howdy! This is currently a known issue and the appropriate teams are aware. We thank you for your patience while they fix it ^JS,account_access,False,account_access,no,5
1776115,@XboxSupport did the myhome Xbox update to where u and your buddy can’t share a Gold membership ?,"@USER Hi, we can not speculate on updates, are you currently experiencing an issue? ^RM",billing_subscription,False,billing_subscription,no,4
1777604,"@XboxSupport No puedo iniciar sesion en mi Xbox 360, ni en la app de Xbox, estoy estoy asustado, ayuda!",@USER https://t.co/lUV7XYl61S . If you would like to continue in English Can you DM us your Gamertag and summary of your issue?,app_feature,True,app_feature,no,3
373177,"@XboxSupport Error code is 0x80190194. User: aut0poietic. Got the email confirmation, so it looks like I was charged.",@USER Heya! What video did you rent? We are happy to look into this with you. ^JL,billing_subscription,False,billing_subscription,yes,3
1934430,@XboxSupport I have DM my GamerTag!,@USER Are you getting an error when you attempt to change your pic? ^RM,account_access,False,account_access,no,3
1613684,@XboxSupport xbox live has been down for hours :(,"@USER Hi! Let's have you follow us, DM us your Gamertag, and some more info about what you're seeing: https://t.co/nPX1yNXCi5 
 ^BL",network_connectivity,True,network_connectivity,yes,4
2496588,"@XboxSupport I'm getting this message, I can't stop my Mixer broadcast, I'm the only user on my  Xbox One https://t.co/DMx4LmlZlZ",@USER Heya! Let's power down the console and unplug it for about 5 mins then reboot and try again. ^JL,app_feature,False,app_feature,yes,5
123830,"@XboxSupport I dont have a wired connection, dont have an ethernet rn. The console is about 15 feet from the router",@USER Recommend reaching out to your internet service provider so they can look into your connection further for you.  ^RR,hardware_device,False,hardware_device,yes,2
1758419,@XboxSupport Never mind I never plugged it in 😂😂😂😂,"@USER Glad to hear you resolved this! If you have any more Xbox support questions, we'll be here to help :)^EZ",other,False,hardware_device,no,5
2124086,@XboxSupport Yeah I get a error don’t remember the code. I rebooted my internet several times hard reset my Xbox too. It’s still connected to the internet because games are downloading yet it won’t let me sign in or recovery my secondary account. I’ve done every trouble shooting thing I could,"@USER Thanks for that information. Just to make sure, what happens when you try to sign in here: https://t.co/M653g03CYg ^CO",account_access,False,account_access,no,4
568575,"@XboxSupport Well, my blu ray disc is stuck in the disc drive when I tried to stick it in and play it. Paperclip in the side doesn't seem to work. What should I do?",@USER Hey there! Is the console plugged directly into a wall socket currently?  ^BL,other,False,other,yes,3
2410784,@XboxSupport How many bans from Xbox Live does it take to get your account permabanned?,"@USER We don't have any info on suspensions here, I'm afraid; you can find more info on that at https://t.co/Xw7VdedQBm ^BZ",network_connectivity,False,enforcement_ban,no,1
2742083,@XboxSupport I have an Xbox live membership till mid December but i am unable to get onto multiplayer on forza 7?,@USER are having along with your Gamertag? Please include verbatims of any error you are seeing.,network_connectivity,True,network_connectivity,yes,4
159826,"@XboxSupport hi, is there a way I would be able to connect an Xbox One Elite Controller to my patio wirelessly? I can’t find my cable","@USER We'd be happy to help, but we could use more info. Could you follow &amp; DM @Xboxsupport with some details about this setup? ^EZ",hardware_device,True,hardware_device,yes,3
1220253,@XboxSupport did the fall update. My power supply died. Now I have to pay!? #workingbeforetheupdate #fail,"@USER Hi there! Let's check out our guide here for this power issue that you're seeing https://t.co/rhsLpNZvg8
 ^TJ",hardware_device,False,hardware_device,no,4
2635456,Love getting banned because my gamerpic @XboxSupport vegans https://t.co/5vPbUKGdJJ,@USER if you are eligible for a case review you can do that there as well.,enforcement_ban,False,enforcement_ban,no,4
